location,date,new_cases,new_deaths,population,aged_65_older_percent,gdp_per_capita,hospital_beds_per_thousand
Montenegro,2020-04-06,13,0,628062.0,14.762,16409.288,3.861
Turks and Caicos Islands,2020-04-15,0,0,38718.0,,,
Equatorial Guinea,2020-06-05,0,0,1402985.0,2.846,22604.873,2.1
Barbados,2020-05-17,1,0,287371.0,14.952,16978.068,5.8
Iran,2020-06-09,2043,70,83992953.0,5.44,19082.62,1.5
Bangladesh,2020-04-05,9,2,164689383.0,5.098,3523.984,0.8
Dominican Republic,2020-01-29,0,0,10847904.0,6.981,14600.861,1.6
Brazil,2020-03-22,224,7,212559409.0,8.552,14103.452,2.2
Finland,2020-05-08,100,3,5540718.0,21.228,40585.721,3.28
Qatar,2020-02-07,0,0,2881060.0,1.307,116935.6,1.2
Guernsey,2020-05-16,0,0,67052.0,,,
Lebanon,2020-03-12,20,1,6825442.0,8.514,13367.565,2.9
Denmark,2020-04-25,137,9,5792203.0,19.677,46682.515,2.5
Georgia,2020-06-05,1,0,3989175.0,14.864,9745.079,2.6
Algeria,2020-05-12,168,5,43851043.0,6.211,13913.839,1.9
Netherlands,2020-02-04,0,0,17134873.0,18.779,48472.545,3.32
Netherlands,2020-05-25,172,11,17134873.0,18.779,48472.545,3.32
Yemen,2020-05-23,12,0,29825968.0,2.922,1479.147,0.7
Bahrain,2020-01-17,0,0,1701583.0,2.372,43290.705,2.0
Uganda,2020-05-12,1,0,45741000.0,2.168,1697.707,0.5
Latvia,2020-05-24,16,0,1886202.0,19.754,25063.846,5.57
Latvia,2020-03-29,25,0,1886202.0,19.754,25063.846,5.57
Angola,2020-05-12,0,0,32866268.0,2.405,5819.495,
Mozambique,2020-03-25,0,0,31255435.0,3.158,1136.103,0.7
Guinea,2020-03-26,0,0,13132792.0,3.135,1998.926,0.3
Cuba,2020-04-09,61,1,11326616.0,14.738,,5.2
Falkland Islands,2020-04-20,0,0,3483.0,,,
Mozambique,2020-05-28,14,0,31255435.0,3.158,1136.103,0.7
Jersey,2020-03-22,0,0,101073.0,,,
Uganda,2020-06-07,36,0,45741000.0,2.168,1697.707,0.5
United States,2020-01-12,0,0,331002647.0,15.413,54225.446,2.77
Puerto Rico,2020-05-22,47,1,2860840.0,15.168,35044.67,
Sudan,2020-04-10,0,0,43849269.0,3.548,4466.507,0.8
China,2020-03-05,117,31,1439323774.0,10.641,15308.712,4.34
Argentina,2020-06-05,0,5,45195777.0,11.198,18933.907,5.0
San Marino,2020-06-10,1,0,33938.0,,56861.47,3.8
Latvia,2020-03-04,0,0,1886202.0,19.754,25063.846,5.57
Nepal,2020-02-07,0,0,29136808.0,5.809,2442.804,0.3
Togo,2020-05-10,8,0,8278737.0,2.839,1429.813,0.7
Seychelles,2020-05-20,0,0,98340.0,8.606,26382.287,3.6
New Zealand,2020-01-28,0,0,4822233.0,15.322,36085.843,2.61
Kazakhstan,2020-05-18,283,0,18776707.0,6.991,24055.588,6.7
Hungary,2020-03-17,11,0,9660350.0,18.577,26777.561,7.02
Kyrgyzstan,2020-05-19,27,0,6524191.0,4.489,3393.474,4.5
Taiwan,2020-05-04,4,0,23816775.0,,,
Somalia,2020-04-20,29,0,15893219.0,2.731,,0.9
Falkland Islands,2020-04-10,0,0,3483.0,,,
Pakistan,2020-02-06,0,0,220892331.0,4.495,5034.708,0.6
Mozambique,2020-05-02,3,0,31255435.0,3.158,1136.103,0.7
Austria,2020-05-22,57,0,9006400.0,19.202,45436.686,7.37
Kenya,2020-04-15,8,0,53771300.0,2.686,2993.028,1.4
Germany,2020-05-23,638,42,83783945.0,21.453,45229.245,8.0
Germany,2020-05-22,460,27,83783945.0,21.453,45229.245,8.0
Venezuela,2020-05-06,6,0,28435943.0,6.614,16745.022,0.8
France,2020-03-16,924,36,65273512.0,19.718,38605.671,5.98
Senegal,2020-03-06,1,0,16743930.0,3.008,2470.58,
Ghana,2020-04-02,43,0,31072945.0,3.385,4227.63,0.9
Lithuania,2020-03-18,8,0,2722291.0,19.002,29524.265,6.56
Andorra,2020-03-22,13,0,77265.0,,,
Mexico,2020-05-08,1982,257,128932753.0,6.857,17336.469,1.38
Guinea,2020-05-09,82,0,13132792.0,3.135,1998.926,0.3
Madagascar,2020-04-23,0,0,27691019.0,2.929,1416.44,0.2
South Africa,2020-05-21,803,27,59308690.0,5.344,12294.876,2.32
Uruguay,2020-05-19,3,0,3473727.0,14.655,20551.409,2.8
Venezuela,2020-04-06,4,0,28435943.0,6.614,16745.022,0.8
Puerto Rico,2020-06-06,112,1,2860840.0,15.168,35044.67,
Iceland,2020-04-14,10,0,341250.0,14.431,46482.958,2.91
Timor,2020-05-04,0,0,1318442.0,3.556,6570.102,5.9
Monaco,2020-01-09,0,0,39244.0,,,13.8
Spain,2020-03-03,56,0,46754783.0,19.436,34272.36,2.97
Croatia,2020-03-06,1,0,4105268.0,19.724,22669.797,5.54
Algeria,2020-05-15,189,7,43851043.0,6.211,13913.839,1.9
Jordan,2020-06-08,13,0,10203140.0,3.81,8337.49,1.4
Japan,2020-05-08,84,6,126476458.0,27.049,39002.223,13.05
Swaziland,2020-05-27,5,0,1160164.0,3.163,7738.975,2.1
Ukraine,2020-04-14,325,10,43733759.0,16.462,7894.393,8.8
Portugal,2020-03-25,302,10,10196707.0,21.502,27936.896,3.39
Cote d'Ivoire,2020-05-11,33,0,26378275.0,2.933,3601.006,
South Korea,2020-04-28,14,1,51269183.0,13.914,35938.374,12.27
Sao Tome and Principe,2020-06-10,0,0,219161.0,2.886,3052.714,2.9
Panama,2020-04-21,191,10,4314768.0,7.918,22267.037,2.3
Belize,2020-04-03,0,0,397621.0,3.853,7824.362,1.3
Anguilla,2020-04-21,0,0,15002.0,,,
Estonia,2020-02-23,0,0,1326539.0,19.452,29481.252,4.69
Iran,2020-02-12,0,0,83992953.0,5.44,19082.62,1.5
New Zealand,2020-05-24,0,0,4822233.0,15.322,36085.843,2.61
Iran,2020-04-04,0,0,83992953.0,5.44,19082.62,1.5
Dominican Republic,2020-02-24,0,0,10847904.0,6.981,14600.861,1.6
Japan,2020-03-28,135,3,126476458.0,27.049,39002.223,13.05
Australia,2020-05-21,11,1,25499881.0,15.504,44648.71,3.84
Ireland,2020-05-10,219,17,4937796.0,13.928,67335.293,2.96
Kenya,2020-05-26,72,1,53771300.0,2.686,2993.028,1.4
Tunisia,2020-04-29,8,1,11818618.0,8.001,10849.297,2.3
Sudan,2020-03-16,0,0,43849269.0,3.548,4466.507,0.8
Greece,2020-03-19,31,0,10423056.0,20.396,24574.382,4.21
Italy,2020-01-01,0,0,60461828.0,23.021,35220.084,3.18
China,2020-01-04,0,0,1439323774.0,10.641,15308.712,4.34
Maldives,2020-03-27,0,0,540542.0,4.12,15183.616,
San Marino,2020-01-22,0,0,33938.0,,56861.47,3.8
Burundi,2020-04-17,0,0,11890781.0,2.562,702.225,0.8
Venezuela,2020-03-27,1,1,28435943.0,6.614,16745.022,0.8
Japan,2020-03-21,57,2,126476458.0,27.049,39002.223,13.05
Sweden,2020-03-10,45,0,10099270.0,19.985,46949.283,2.22
Northern Mariana Islands,2020-05-16,0,0,57557.0,,,
Cambodia,2020-05-05,0,0,16718971.0,4.412,3645.07,0.8
Papua New Guinea,2020-05-05,0,0,8947027.0,3.808,3823.194,
Peru,2020-05-28,6154,195,32971846.0,7.151,12236.706,1.6
Bahrain,2020-05-27,195,0,1701583.0,2.372,43290.705,2.0
Poland,2020-05-20,383,12,37846605.0,16.763,27216.445,6.62
Croatia,2020-01-18,0,0,4105268.0,19.724,22669.797,5.54
Latvia,2020-03-16,5,0,1886202.0,19.754,25063.846,5.57
Uruguay,2020-04-13,12,1,3473727.0,14.655,20551.409,2.8
Gambia,2020-05-29,0,0,2416664.0,2.339,1561.767,1.1
Australia,2020-04-27,10,2,25499881.0,15.504,44648.71,3.84
Brunei,2020-04-19,1,0,437483.0,4.591,71809.251,2.7
Philippines,2020-01-27,0,0,109581085.0,4.803,7599.188,1.0
Pakistan,2020-01-12,0,0,220892331.0,4.495,5034.708,0.6
Germany,2020-01-20,0,0,83783945.0,21.453,45229.245,8.0
Nepal,2020-01-27,0,0,29136808.0,5.809,2442.804,0.3
France,2020-03-22,1847,112,65273512.0,19.718,38605.671,5.98
Norway,2020-02-29,2,0,5421242.0,16.821,64800.057,3.6
Sweden,2020-01-16,0,0,10099270.0,19.985,46949.283,2.22
Iraq,2020-04-27,57,1,40222503.0,3.186,15663.986,1.4
Kuwait,2020-03-12,3,0,4270563.0,2.345,65530.537,2.0
Finland,2020-02-05,0,0,5540718.0,21.228,40585.721,3.28
Mongolia,2020-05-02,1,0,3278292.0,4.031,11840.846,7.0
Algeria,2020-04-18,150,16,43851043.0,6.211,13913.839,1.9
Liberia,2020-05-02,11,2,5057677.0,3.057,752.788,0.8
Ireland,2020-01-12,0,0,4937796.0,13.928,67335.293,2.96
Trinidad and Tobago,2020-05-16,0,0,1399491.0,10.014,28763.071,3.0
Mauritius,2020-04-27,1,0,1271767.0,10.945,20292.745,3.4
Iran,2020-05-03,802,65,83992953.0,5.44,19082.62,1.5
Mexico,2020-01-26,0,0,128932753.0,6.857,17336.469,1.38
Algeria,2020-03-26,38,2,43851043.0,6.211,13913.839,1.9
Cape Verde,2020-05-14,19,0,555988.0,4.46,6222.554,2.1
Pakistan,2020-01-21,0,0,220892331.0,4.495,5034.708,0.6
Egypt,2020-06-01,1536,46,102334403.0,5.159,10550.206,1.6
Benin,2020-05-16,0,0,12123198.0,3.244,2064.236,0.5
Mexico,2020-04-15,385,74,128932753.0,6.857,17336.469,1.38
Nepal,2020-01-14,0,0,29136808.0,5.809,2442.804,0.3
United States,2020-03-04,22,3,331002647.0,15.413,54225.446,2.77
Macedonia,2020-05-16,17,2,2083380.0,13.26,13111.214,4.28
Cameroon,2020-04-07,8,0,26545864.0,3.165,3364.926,1.3
Malta,2020-04-23,1,0,441539.0,19.426,36513.323,4.485
Mexico,2020-04-17,450,37,128932753.0,6.857,17336.469,1.38
Bosnia and Herzegovina,2020-04-14,21,0,3280815.0,16.569,11713.895,3.5
Netherlands,2020-03-29,1159,93,17134873.0,18.779,48472.545,3.32
Azerbaijan,2020-01-10,0,0,10139175.0,6.018,15847.419,4.7
India,2020-03-25,70,0,1380004385.0,5.989,6426.674,0.53
Hong Kong,2020-05-06,0,0,7496988.0,16.303,56054.92,
Qatar,2020-04-03,114,1,2881060.0,1.307,116935.6,1.2
Luxembourg,2020-06-01,2,0,625976.0,14.312,94277.965,4.51
Seychelles,2020-04-12,0,0,98340.0,8.606,26382.287,3.6
Armenia,2020-02-22,0,0,2963234.0,11.232,8787.58,4.2
Benin,2020-04-08,0,0,12123198.0,3.244,2064.236,0.5
China,2020-02-27,439,29,1439323774.0,10.641,15308.712,4.34
Trinidad and Tobago,2020-04-15,0,0,1399491.0,10.014,28763.071,3.0
Senegal,2020-05-12,177,0,16743930.0,3.008,2470.58,
Liechtenstein,2020-05-22,0,0,38137.0,,,2.397
Iran,2020-06-10,2095,74,83992953.0,5.44,19082.62,1.5
Haiti,2020-04-09,2,0,11402533.0,4.8,1653.173,0.7
Vietnam,2020-03-03,0,0,97338583.0,7.15,6171.884,2.6
Gibraltar,2020-05-05,0,0,33691.0,,,
Bonaire Sint Eustatius and Saba,2020-05-20,0,0,26221.0,,,
Turkey,2020-04-13,4789,97,84339067.0,8.153,25129.341,2.81
Cyprus,2020-03-19,18,0,875899.0,13.416,32415.132,3.4
Saint Lucia,2020-03-19,0,0,183629.0,9.721,12951.839,1.3
Denmark,2020-04-28,123,5,5792203.0,19.677,46682.515,2.5
Canada,2020-01-07,0,0,37742157.0,16.984,44017.591,2.5
New Zealand,2020-01-18,0,0,4822233.0,15.322,36085.843,2.61
Tunisia,2020-04-26,17,0,11818618.0,8.001,10849.297,2.3
Togo,2020-03-28,1,1,8278737.0,2.839,1429.813,0.7
Qatar,2020-03-09,3,0,2881060.0,1.307,116935.6,1.2
Syria,2020-04-21,0,0,17500657.0,,,1.5
Jamaica,2020-06-05,1,1,2961161.0,9.684,8193.571,1.7
Madagascar,2020-05-25,79,0,27691019.0,2.929,1416.44,0.2
Vietnam,2020-03-22,7,0,97338583.0,7.15,6171.884,2.6
Japan,2020-02-14,1,0,126476458.0,27.049,39002.223,13.05
Mauritius,2020-06-09,0,0,1271767.0,10.945,20292.745,3.4
Laos,2020-04-08,0,0,7275556.0,4.029,6397.36,1.5
Vietnam,2020-05-18,2,0,97338583.0,7.15,6171.884,2.6
Ireland,2020-05-15,426,9,4937796.0,13.928,67335.293,2.96
Germany,2020-03-28,6294,72,83783945.0,21.453,45229.245,8.0
Antigua and Barbuda,2020-05-07,0,0,97928.0,6.933,21490.943,3.8
Isle of Man,2020-05-06,1,0,85032.0,,,
Bangladesh,2020-03-19,2,0,164689383.0,5.098,3523.984,0.8
Slovenia,2020-03-16,38,0,2078932.0,19.062,31400.84,4.5
Laos,2020-04-15,0,0,7275556.0,4.029,6397.36,1.5
Bhutan,2020-05-11,2,0,771612.0,4.885,8708.597,1.7
Estonia,2020-03-06,3,0,1326539.0,19.452,29481.252,4.69
Rwanda,2020-04-09,5,0,12952209.0,2.974,1854.211,
Afghanistan,2020-01-29,0,0,38928341.0,2.581,1803.987,0.5
Burkina Faso,2020-04-13,13,0,20903278.0,2.409,1703.102,0.4
Slovakia,2020-05-18,1,0,5459643.0,15.07,30155.152,5.82
Greece,2020-04-16,22,1,10423056.0,20.396,24574.382,4.21
Belgium,2020-04-14,942,303,11589616.0,18.571,42658.576,5.64
Azerbaijan,2020-01-17,0,0,10139175.0,6.018,15847.419,4.7
Tunisia,2020-03-30,51,2,11818618.0,8.001,10849.297,2.3
El Salvador,2020-04-10,14,1,6486201.0,8.273,7292.458,1.3
Liechtenstein,2020-05-19,0,0,38137.0,,,2.397
Slovakia,2020-04-16,28,4,5459643.0,15.07,30155.152,5.82
Slovakia,2020-03-08,2,0,5459643.0,15.07,30155.152,5.82
Estonia,2020-05-16,8,1,1326539.0,19.452,29481.252,4.69
Kazakhstan,2020-05-28,272,0,18776707.0,6.991,24055.588,6.7
Anguilla,2020-05-18,0,0,15002.0,,,
Spain,2020-03-19,4047,107,46754783.0,19.436,34272.36,2.97
Pakistan,2020-02-25,0,0,220892331.0,4.495,5034.708,0.6
Gambia,2020-03-21,0,0,2416664.0,2.339,1561.767,1.1
Macedonia,2020-02-25,0,0,2083380.0,13.26,13111.214,4.28
Somalia,2020-06-09,34,1,15893219.0,2.731,,0.9
Central African Republic,2020-05-05,22,0,4829764.0,3.655,661.24,1.0
Suriname,2020-05-17,0,0,586634.0,6.933,13767.119,3.1
Cayman Islands,2020-05-18,0,0,65720.0,,49903.029,
Israel,2020-03-14,20,0,8655541.0,11.733,33132.32,2.99
Pakistan,2020-03-17,156,0,220892331.0,4.495,5034.708,0.6
Saint Lucia,2020-04-13,0,0,183629.0,9.721,12951.839,1.3
Albania,2020-03-27,28,1,2877800.0,13.188,11803.431,2.89
Armenia,2020-06-10,350,6,2963234.0,11.232,8787.58,4.2
San Marino,2020-06-07,0,0,33938.0,,56861.47,3.8
Vatican,2020-04-26,0,0,809.0,,,
Jersey,2020-03-24,3,0,101073.0,,,
France,2020-05-07,4183,278,65273512.0,19.718,38605.671,5.98
Netherlands,2020-03-21,534,30,17134873.0,18.779,48472.545,3.32
Netherlands,2020-01-30,0,0,17134873.0,18.779,48472.545,3.32
China,2020-01-30,1740,38,1439323774.0,10.641,15308.712,4.34
Macedonia,2020-05-28,25,3,2083380.0,13.26,13111.214,4.28
Iran,2020-03-31,3186,117,83992953.0,5.44,19082.62,1.5
Ghana,2020-04-04,1,0,31072945.0,3.385,4227.63,0.9
Qatar,2020-04-24,623,0,2881060.0,1.307,116935.6,1.2
Honduras,2020-06-09,123,4,9904608.0,4.652,4541.795,0.7
Mauritania,2020-04-24,0,0,4649660.0,3.138,3597.633,
Germany,2020-02-28,26,0,83783945.0,21.453,45229.245,8.0
Thailand,2020-02-20,0,0,69799978.0,11.373,16277.671,2.1
Netherlands,2020-05-06,317,86,17134873.0,18.779,48472.545,3.32
India,2020-03-06,1,0,1380004385.0,5.989,6426.674,0.53
Mali,2020-05-10,24,2,20250834.0,2.519,2014.306,0.1
New Zealand,2020-03-28,78,0,4822233.0,15.322,36085.843,2.61
Lesotho,2020-06-01,0,0,2142252.0,4.506,2851.153,
South Africa,2020-02-19,0,0,59308690.0,5.344,12294.876,2.32
Maldives,2020-03-16,4,0,540542.0,4.12,15183.616,
Germany,2020-03-05,66,0,83783945.0,21.453,45229.245,8.0
Greece,2020-02-14,0,0,10423056.0,20.396,24574.382,4.21
Indonesia,2020-05-29,687,23,273523621.0,5.319,11188.744,1.04
International,2020-03-10,-9,1,,,,
Azerbaijan,2020-05-07,67,2,10139175.0,6.018,15847.419,4.7
Barbados,2020-05-14,0,0,287371.0,14.952,16978.068,5.8
Taiwan,2020-06-03,0,0,23816775.0,,,
Croatia,2020-02-25,0,0,4105268.0,19.724,22669.797,5.54
Brunei,2020-05-29,0,0,437483.0,4.591,71809.251,2.7
Afghanistan,2020-04-24,105,2,38928341.0,2.581,1803.987,0.5
Israel,2020-01-29,0,0,8655541.0,11.733,33132.32,2.99
Poland,2020-04-24,342,28,37846605.0,16.763,27216.445,6.62
Congo,2020-05-22,49,1,5518092.0,3.402,4881.406,
Macedonia,2020-04-17,107,1,2083380.0,13.26,13111.214,4.28
Paraguay,2020-03-11,4,0,7132530.0,6.378,8827.01,1.3
United Arab Emirates,2020-02-24,0,0,9890400.0,1.144,67293.483,1.2
Japan,2020-06-06,39,7,126476458.0,27.049,39002.223,13.05
Antigua and Barbuda,2020-05-27,0,0,97928.0,6.933,21490.943,3.8
United Kingdom,2020-01-17,0,0,67886004.0,18.517,39753.244,2.54
Ecuador,2020-06-03,420,44,17643060.0,7.104,10581.936,1.5
Seychelles,2020-04-05,0,0,98340.0,8.606,26382.287,3.6
Guinea,2020-04-24,101,0,13132792.0,3.135,1998.926,0.3
Czech Republic,2020-02-16,0,0,10708982.0,19.027,32605.906,6.63
Bahamas,2020-03-23,0,0,393248.0,8.996,27717.847,2.9
Sweden,2020-04-08,487,114,10099270.0,19.985,46949.283,2.22
Lithuania,2020-02-27,0,0,2722291.0,19.002,29524.265,6.56
Maldives,2020-03-14,1,0,540542.0,4.12,15183.616,
French Polynesia,2020-05-10,0,0,280904.0,7.775,,
Finland,2020-05-21,44,3,5540718.0,21.228,40585.721,3.28
Ecuador,2020-02-05,0,0,17643060.0,7.104,10581.936,1.5
Cote d'Ivoire,2020-04-12,53,1,26378275.0,2.933,3601.006,
Brazil,2020-05-04,4588,275,212559409.0,8.552,14103.452,2.2
Egypt,2020-04-10,139,15,102334403.0,5.159,10550.206,1.6
Cote d'Ivoire,2020-03-18,0,0,26378275.0,2.933,3601.006,
Turkey,2020-04-16,4281,115,84339067.0,8.153,25129.341,2.81
Indonesia,2020-02-01,0,0,273523621.0,5.319,11188.744,1.04
Namibia,2020-05-19,0,0,2540916.0,3.552,9541.808,
Somalia,2020-04-18,36,0,15893219.0,2.731,,0.9
Japan,2020-04-29,276,13,126476458.0,27.049,39002.223,13.05
France,2020-02-09,0,0,65273512.0,19.718,38605.671,5.98
Canada,2020-05-09,1512,161,37742157.0,16.984,44017.591,2.5
Uganda,2020-04-15,1,0,45741000.0,2.168,1697.707,0.5
Madagascar,2020-05-31,60,1,27691019.0,2.929,1416.44,0.2
Greece,2020-03-16,103,1,10423056.0,20.396,24574.382,4.21
Zimbabwe,2020-05-15,0,0,14862927.0,2.822,1899.775,1.7
Jamaica,2020-04-15,32,1,2961161.0,9.684,8193.571,1.7
Belarus,2020-02-14,0,0,9449321.0,14.799,17167.967,11.0
Guinea-Bissau,2020-05-05,121,0,1967998.0,3.002,1548.675,
Palestine,2020-04-06,62,0,5101416.0,3.043,4449.898,
Central African Republic,2020-04-14,0,0,4829764.0,3.655,661.24,1.0
Togo,2020-06-01,9,0,8278737.0,2.839,1429.813,0.7
Congo,2020-05-23,0,0,5518092.0,3.402,4881.406,
Switzerland,2020-02-14,0,0,8654618.0,18.436,57410.166,4.53
Poland,2020-03-15,36,1,37846605.0,16.763,27216.445,6.62
El Salvador,2020-03-26,4,0,6486201.0,8.273,7292.458,1.3
Grenada,2020-05-15,0,0,112519.0,7.304,13593.877,3.7
Nigeria,2020-02-02,0,0,206139587.0,2.751,5338.454,
Malta,2020-05-22,15,0,441539.0,19.426,36513.323,4.485
International,2020-02-25,0,0,,,,
Hong Kong,2020-02-12,0,0,7496988.0,16.303,56054.92,
France,2020-01-20,0,0,65273512.0,19.718,38605.671,5.98
Hungary,2020-03-05,2,0,9660350.0,18.577,26777.561,7.02
Cote d'Ivoire,2020-05-04,36,2,26378275.0,2.933,3601.006,
Israel,2020-01-15,0,0,8655541.0,11.733,33132.32,2.99
Bolivia,2020-04-20,44,1,11673029.0,6.704,6885.829,1.1
Guinea,2020-03-21,1,0,13132792.0,3.135,1998.926,0.3
Aruba,2020-05-07,1,0,106766.0,13.085,35973.781,
United Arab Emirates,2020-01-05,0,0,9890400.0,1.144,67293.483,1.2
Grenada,2020-04-30,2,0,112519.0,7.304,13593.877,3.7
Luxembourg,2020-02-26,0,0,625976.0,14.312,94277.965,4.51
Guatemala,2020-05-01,14,0,17915567.0,4.694,7423.808,0.6
Egypt,2020-02-25,0,0,102334403.0,5.159,10550.206,1.6
Myanmar,2020-04-07,1,0,54409794.0,5.732,5591.597,0.9
Turks and Caicos Islands,2020-05-29,0,0,38718.0,,,
Kuwait,2020-04-29,152,1,4270563.0,2.345,65530.537,2.0
Turkey,2020-05-11,1542,47,84339067.0,8.153,25129.341,2.81
Tanzania,2020-05-14,0,0,59734213.0,3.108,2683.304,0.7
Angola,2020-04-21,0,0,32866268.0,2.405,5819.495,
Albania,2020-04-06,28,2,2877800.0,13.188,11803.431,2.89
Oman,2020-05-02,99,0,5106622.0,2.355,37960.709,1.6
Palestine,2020-04-11,3,1,5101416.0,3.043,4449.898,
Gabon,2020-04-01,9,0,2225728.0,4.45,16562.413,6.3
Northern Mariana Islands,2020-04-29,0,0,57557.0,,,
Romania,2020-01-05,0,0,19237682.0,17.85,23313.199,6.892
Mauritius,2020-04-13,5,0,1271767.0,10.945,20292.745,3.4
Dominican Republic,2020-05-03,290,13,10847904.0,6.981,14600.861,1.6
Algeria,2020-05-01,158,6,43851043.0,6.211,13913.839,1.9
Ecuador,2020-04-30,417,12,17643060.0,7.104,10581.936,1.5
Lebanon,2020-03-20,16,0,6825442.0,8.514,13367.565,2.9
Angola,2020-04-07,2,0,32866268.0,2.405,5819.495,
Togo,2020-03-15,0,0,8278737.0,2.839,1429.813,0.7
Denmark,2020-03-09,7,0,5792203.0,19.677,46682.515,2.5
Niger,2020-06-06,3,0,24206636.0,2.553,926.0,0.3
Guatemala,2020-04-08,6,0,17915567.0,4.694,7423.808,0.6
Sudan,2020-03-17,0,0,43849269.0,3.548,4466.507,0.8
Sweden,2020-05-18,466,5,10099270.0,19.985,46949.283,2.22
Serbia,2020-05-16,64,1,6804596.0,17.366,14048.881,5.609
El Salvador,2020-04-13,7,0,6486201.0,8.273,7292.458,1.3
Chad,2020-05-16,29,2,16425859.0,2.486,1768.153,
French Polynesia,2020-05-31,0,0,280904.0,7.775,,
Montserrat,2020-04-28,0,0,4999.0,,,
Japan,2020-03-03,0,0,126476458.0,27.049,39002.223,13.05
Philippines,2020-05-19,205,7,109581085.0,4.803,7599.188,1.0
Liberia,2020-04-21,8,0,5057677.0,3.057,752.788,0.8
Burkina Faso,2020-05-05,10,1,20903278.0,2.409,1703.102,0.4
Sri Lanka,2020-05-13,20,0,21413250.0,10.069,11669.077,3.6
Brazil,2020-02-08,0,0,212559409.0,8.552,14103.452,2.2
Niger,2020-05-07,7,0,24206636.0,2.553,926.0,0.3
Qatar,2020-04-29,677,0,2881060.0,1.307,116935.6,1.2
Algeria,2020-01-05,0,0,43851043.0,6.211,13913.839,1.9
Egypt,2020-04-21,189,11,102334403.0,5.159,10550.206,1.6
International,2020-01-23,0,0,,,,
Belgium,2020-03-20,309,7,11589616.0,18.571,42658.576,5.64
Philippines,2020-02-03,0,0,109581085.0,4.803,7599.188,1.0
Tunisia,2020-04-09,27,1,11818618.0,8.001,10849.297,2.3
British Virgin Islands,2020-04-10,0,0,30237.0,,,
New Zealand,2020-04-25,3,1,4822233.0,15.322,36085.843,2.61
Kuwait,2020-04-16,50,0,4270563.0,2.345,65530.537,2.0
Monaco,2020-04-07,4,0,39244.0,,,13.8
Finland,2020-05-04,75,10,5540718.0,21.228,40585.721,3.28
Niger,2020-04-13,38,1,24206636.0,2.553,926.0,0.3
South Africa,2020-05-06,352,10,59308690.0,5.344,12294.876,2.32
Guinea-Bissau,2020-04-04,6,0,1967998.0,3.002,1548.675,
Sweden,2020-04-04,612,51,10099270.0,19.985,46949.283,2.22
Luxembourg,2020-06-10,6,0,625976.0,14.312,94277.965,4.51
China,2020-03-08,46,27,1439323774.0,10.641,15308.712,4.34
Egypt,2020-06-08,1467,39,102334403.0,5.159,10550.206,1.6
Peru,2020-05-04,3394,86,32971846.0,7.151,12236.706,1.6
Lithuania,2020-03-05,0,0,2722291.0,19.002,29524.265,6.56
Serbia,2020-03-08,0,0,6804596.0,17.366,14048.881,5.609
Sierra Leone,2020-04-16,2,0,7976985.0,2.538,1390.3,
Argentina,2020-04-23,144,8,45195777.0,11.198,18933.907,5.0
Bahrain,2020-03-02,6,0,1701583.0,2.372,43290.705,2.0
Iceland,2020-04-09,30,0,341250.0,14.431,46482.958,2.91
Afghanistan,2020-04-15,49,2,38928341.0,2.581,1803.987,0.5
Albania,2020-06-06,15,0,2877800.0,13.188,11803.431,2.89
Mexico,2020-01-27,0,0,128932753.0,6.857,17336.469,1.38
Zimbabwe,2020-04-28,1,0,14862927.0,2.822,1899.775,1.7
Armenia,2020-01-08,0,0,2963234.0,11.232,8787.58,4.2
Ireland,2020-02-29,0,0,4937796.0,13.928,67335.293,2.96
Bolivia,2020-05-04,124,5,11673029.0,6.704,6885.829,1.1
Romania,2020-01-19,0,0,19237682.0,17.85,23313.199,6.892
Trinidad and Tobago,2020-06-09,0,0,1399491.0,10.014,28763.071,3.0
Italy,2020-02-11,0,0,60461828.0,23.021,35220.084,3.18
Papua New Guinea,2020-05-27,0,0,8947027.0,3.808,3823.194,
Peru,2020-03-17,15,0,32971846.0,7.151,12236.706,1.6
Italy,2020-02-09,0,0,60461828.0,23.021,35220.084,3.18
Georgia,2020-02-10,0,0,3989175.0,14.864,9745.079,2.6
Saint Vincent and the Grenadines,2020-04-08,1,0,110947.0,7.724,10727.146,2.6
Iraq,2019-12-31,0,0,40222503.0,3.186,15663.986,1.4
Pakistan,2020-01-28,0,0,220892331.0,4.495,5034.708,0.6
Saudi Arabia,2020-04-14,472,6,34813867.0,3.295,49045.411,2.7
Dominica,2020-03-25,1,0,71991.0,,9673.367,3.8
Taiwan,2020-05-31,0,0,23816775.0,,,
Japan,2020-01-21,0,0,126476458.0,27.049,39002.223,13.05
Thailand,2020-04-30,16,0,69799978.0,11.373,16277.671,2.1
Hong Kong,2020-05-22,0,0,7496988.0,16.303,56054.92,
Saudi Arabia,2020-04-22,1147,6,34813867.0,3.295,49045.411,2.7
Iraq,2020-05-27,216,6,40222503.0,3.186,15663.986,1.4
Fiji,2020-03-21,0,0,896444.0,6.224,8702.975,2.3
Estonia,2020-05-22,6,0,1326539.0,19.452,29481.252,4.69
Honduras,2020-04-06,30,0,9904608.0,4.652,4541.795,0.7
French Polynesia,2020-04-02,0,0,280904.0,7.775,,
South Sudan,2020-04-07,0,0,11193729.0,3.441,1569.888,
Czech Republic,2020-03-13,22,0,10708982.0,19.027,32605.906,6.63
