location,date,new_cases,new_deaths,population,aged_65_older_percent,gdp_per_capita,hospital_beds_per_thousand
Puerto Rico,2020-04-09,47,1,2860840.0,15.168,35044.67,
Croatia,2020-04-03,48,1,4105268.0,19.724,22669.797,5.54
Slovenia,2020-04-07,24,2,2078932.0,19.062,31400.84,4.5
British Virgin Islands,2020-04-12,0,0,30237.0,,,
Nigeria,2020-04-01,0,0,206139587.0,2.751,5338.454,
Guinea,2020-04-13,0,0,13132792.0,3.135,1998.926,0.3
Ecuador,2020-01-09,0,0,17643060.0,7.104,10581.936,1.5
Laos,2020-04-02,1,0,7275556.0,4.029,6397.36,1.5
Belarus,2020-06-03,852,3,9449321.0,14.799,17167.967,11.0
Lithuania,2020-05-05,9,0,2722291.0,19.002,29524.265,6.56
India,2020-06-01,8392,230,1380004385.0,5.989,6426.674,0.53
Guinea,2020-04-29,77,0,13132792.0,3.135,1998.926,0.3
Cyprus,2020-04-28,5,1,875899.0,13.416,32415.132,3.4
Mauritius,2020-06-02,0,0,1271767.0,10.945,20292.745,3.4
Malaysia,2020-05-05,55,0,32365998.0,6.293,26808.164,1.9
Mexico,2020-02-16,0,0,128932753.0,6.857,17336.469,1.38
Israel,2020-01-21,0,0,8655541.0,11.733,33132.32,2.99
Laos,2020-04-04,0,0,7275556.0,4.029,6397.36,1.5
Pakistan,2020-06-06,4734,97,220892331.0,4.495,5034.708,0.6
Laos,2020-05-30,0,0,7275556.0,4.029,6397.36,1.5
Jamaica,2020-04-14,1,0,2961161.0,9.684,8193.571,1.7
Pakistan,2020-03-14,0,0,220892331.0,4.495,5034.708,0.6
Afghanistan,2020-04-04,0,0,38928341.0,2.581,1803.987,0.5
Indonesia,2020-03-02,2,0,273523621.0,5.319,11188.744,1.04
United Kingdom,2019-12-31,0,0,67886004.0,18.517,39753.244,2.54
Greece,2020-02-03,0,0,10423056.0,20.396,24574.382,4.21
Nigeria,2020-01-07,0,0,206139587.0,2.751,5338.454,
Bolivia,2020-03-17,1,0,11673029.0,6.704,6885.829,1.1
Malaysia,2020-05-08,39,0,32365998.0,6.293,26808.164,1.9
Western Sahara,2020-06-05,0,0,597330.0,,,
Uzbekistan,2020-05-27,72,1,33469199.0,4.469,6253.104,4.0
Indonesia,2020-01-04,0,0,273523621.0,5.319,11188.744,1.04
France,2020-03-20,1861,128,65273512.0,19.718,38605.671,5.98
United Arab Emirates,2020-02-21,0,0,9890400.0,1.144,67293.483,1.2
Armenia,2020-04-17,42,1,2963234.0,11.232,8787.58,4.2
Burkina Faso,2020-04-16,14,2,20903278.0,2.409,1703.102,0.4
Albania,2020-04-08,6,0,2877800.0,13.188,11803.431,2.89
Togo,2020-04-22,2,0,8278737.0,2.839,1429.813,0.7
Ukraine,2020-04-06,155,4,43733759.0,16.462,7894.393,8.8
Kyrgyzstan,2020-05-14,38,0,6524191.0,4.489,3393.474,4.5
Saint Vincent and the Grenadines,2020-04-04,5,0,110947.0,7.724,10727.146,2.6
Sri Lanka,2020-01-11,0,0,21413250.0,10.069,11669.077,3.6
Azerbaijan,2020-04-19,33,3,10139175.0,6.018,15847.419,4.7
Liechtenstein,2020-05-25,0,0,38137.0,,,2.397
Greece,2020-01-12,0,0,10423056.0,20.396,24574.382,4.21
Cameroon,2020-04-17,0,4,26545864.0,3.165,3364.926,1.3
Benin,2020-05-19,0,0,12123198.0,3.244,2064.236,0.5
Uganda,2020-05-26,10,0,45741000.0,2.168,1697.707,0.5
Niger,2020-06-08,3,0,24206636.0,2.553,926.0,0.3
Denmark,2020-04-27,130,4,5792203.0,19.677,46682.515,2.5
Andorra,2020-04-03,38,1,77265.0,,,
Oman,2020-04-15,97,0,5106622.0,2.355,37960.709,1.6
Chile,2020-06-01,4830,57,19116209.0,11.087,22767.037,2.11
Norway,2020-05-25,0,0,5421242.0,16.821,64800.057,3.6
Dominica,2020-03-23,1,0,71991.0,,9673.367,3.8
El Salvador,2020-05-04,109,1,6486201.0,8.273,7292.458,1.3
Thailand,2020-05-21,0,0,69799978.0,11.373,16277.671,2.1
France,2020-01-10,0,0,65273512.0,19.718,38605.671,5.98
Saint Kitts and Nevis,2020-06-06,0,0,53192.0,,24654.385,2.3
Nepal,2020-05-27,90,0,29136808.0,5.809,2442.804,0.3
Somalia,2020-05-24,0,0,15893219.0,2.731,,0.9
Belarus,2020-04-07,136,5,9449321.0,14.799,17167.967,11.0
Azerbaijan,2020-02-01,0,0,10139175.0,6.018,15847.419,4.7
South Korea,2020-03-26,104,5,51269183.0,13.914,35938.374,12.27
Kuwait,2020-03-24,1,0,4270563.0,2.345,65530.537,2.0
Albania,2020-05-17,17,0,2877800.0,13.188,11803.431,2.89
Cuba,2020-05-09,12,1,11326616.0,14.738,,5.2
Gambia,2020-03-18,1,0,2416664.0,2.339,1561.767,1.1
Georgia,2020-02-23,0,0,3989175.0,14.864,9745.079,2.6
Rwanda,2020-05-27,3,0,12952209.0,2.974,1854.211,
Benin,2020-04-27,6,0,12123198.0,3.244,2064.236,0.5
Romania,2020-06-08,189,8,19237682.0,17.85,23313.199,6.892
Indonesia,2020-01-10,0,0,273523621.0,5.319,11188.744,1.04
Canada,2020-01-04,0,0,37742157.0,16.984,44017.591,2.5
Algeria,2020-03-06,5,0,43851043.0,6.211,13913.839,1.9
China,2020-04-28,26,0,1439323774.0,10.641,15308.712,4.34
Tanzania,2020-05-27,0,0,59734213.0,3.108,2683.304,0.7
Maldives,2020-04-01,1,0,540542.0,4.12,15183.616,
Norway,2020-03-07,27,0,5421242.0,16.821,64800.057,3.6
Mauritania,2020-04-16,0,0,4649660.0,3.138,3597.633,
Gibraltar,2020-03-23,5,0,33691.0,,,
Saint Kitts and Nevis,2020-05-19,0,0,53192.0,,24654.385,2.3
Thailand,2020-03-30,143,1,69799978.0,11.373,16277.671,2.1
Estonia,2020-03-12,3,0,1326539.0,19.452,29481.252,4.69
Zimbabwe,2020-05-20,0,0,14862927.0,2.822,1899.775,1.7
Montserrat,2020-05-04,0,0,4999.0,,,
Iraq,2020-03-24,33,3,40222503.0,3.186,15663.986,1.4
Argentina,2020-05-01,143,4,45195777.0,11.198,18933.907,5.0
Monaco,2020-02-29,1,0,39244.0,,,13.8
Central African Republic,2020-05-27,19,0,4829764.0,3.655,661.24,1.0
Pakistan,2020-02-03,0,0,220892331.0,4.495,5034.708,0.6
Cyprus,2020-04-07,19,0,875899.0,13.416,32415.132,3.4
Switzerland,2020-01-30,0,0,8654618.0,18.436,57410.166,4.53
Lithuania,2020-05-07,5,2,2722291.0,19.002,29524.265,6.56
Portugal,2020-03-19,194,1,10196707.0,21.502,27936.896,3.39
Greenland,2020-04-13,0,0,56772.0,,,
Palestine,2020-03-22,4,0,5101416.0,3.043,4449.898,
Kenya,2020-04-04,12,1,53771300.0,2.686,2993.028,1.4
Bermuda,2020-06-06,0,0,62273.0,,50669.315,
Kuwait,2020-05-11,1065,9,4270563.0,2.345,65530.537,2.0
Cameroon,2020-03-20,4,0,26545864.0,3.165,3364.926,1.3
Ecuador,2020-03-27,192,5,17643060.0,7.104,10581.936,1.5
Sri Lanka,2020-02-01,0,0,21413250.0,10.069,11669.077,3.6
Mozambique,2020-05-17,10,0,31255435.0,3.158,1136.103,0.7
Saudi Arabia,2020-05-17,2840,10,34813867.0,3.295,49045.411,2.7
Aruba,2020-05-30,0,0,106766.0,13.085,35973.781,
France,2020-01-18,0,0,65273512.0,19.718,38605.671,5.98
Nigeria,2020-05-12,242,7,206139587.0,2.751,5338.454,
Angola,2020-05-25,9,1,32866268.0,2.405,5819.495,
Senegal,2020-06-06,134,0,16743930.0,3.008,2470.58,
Bahrain,2020-02-02,0,0,1701583.0,2.372,43290.705,2.0
Timor,2020-04-22,1,0,1318442.0,3.556,6570.102,5.9
Kenya,2020-05-14,22,4,53771300.0,2.686,2993.028,1.4
Afghanistan,2020-02-14,0,0,38928341.0,2.581,1803.987,0.5
Dominican Republic,2020-04-26,177,6,10847904.0,6.981,14600.861,1.6
Brazil,2020-01-24,0,0,212559409.0,8.552,14103.452,2.2
Kuwait,2020-04-03,25,0,4270563.0,2.345,65530.537,2.0
Puerto Rico,2020-05-15,98,2,2860840.0,15.168,35044.67,
Japan,2020-04-02,225,1,126476458.0,27.049,39002.223,13.05
Pakistan,2020-04-11,187,5,220892331.0,4.495,5034.708,0.6
Denmark,2020-02-05,0,0,5792203.0,19.677,46682.515,2.5
Nigeria,2020-05-04,170,2,206139587.0,2.751,5338.454,
Cayman Islands,2020-04-02,8,0,65720.0,,49903.029,
Cape Verde,2020-03-26,1,0,555988.0,4.46,6222.554,2.1
Israel,2020-02-10,0,0,8655541.0,11.733,33132.32,2.99
Guyana,2020-04-16,7,0,786559.0,5.305,7435.047,1.6
Madagascar,2020-05-08,11,0,27691019.0,2.929,1416.44,0.2
Barbados,2020-04-14,1,0,287371.0,14.952,16978.068,5.8
Cayman Islands,2020-06-01,0,0,65720.0,,49903.029,
Indonesia,2020-03-18,38,0,273523621.0,5.319,11188.744,1.04
Sweden,2020-03-19,134,2,10099270.0,19.985,46949.283,2.22
Liechtenstein,2020-04-28,0,0,38137.0,,,2.397
Oman,2020-04-16,0,0,5106622.0,2.355,37960.709,1.6
Panama,2020-04-13,166,8,4314768.0,7.918,22267.037,2.3
Sudan,2020-03-21,0,0,43849269.0,3.548,4466.507,0.8
Saint Lucia,2020-03-27,0,0,183629.0,9.721,12951.839,1.3
Latvia,2020-06-07,4,0,1886202.0,19.754,25063.846,5.57
Spain,2020-04-19,-713,410,46754783.0,19.436,34272.36,2.97
Mauritius,2020-04-29,0,0,1271767.0,10.945,20292.745,3.4
Paraguay,2020-04-11,4,0,7132530.0,6.378,8827.01,1.3
Argentina,2020-03-07,6,0,45195777.0,11.198,18933.907,5.0
Moldova,2020-05-10,139,9,4033963.0,10.864,5189.972,5.8
Botswana,2020-04-16,0,0,2351625.0,3.941,15807.374,1.8
Jersey,2020-04-26,2,0,101073.0,,,
Kuwait,2020-03-15,4,0,4270563.0,2.345,65530.537,2.0
Eritrea,2020-04-08,0,0,3546427.0,3.607,1510.459,0.7
Greece,2020-06-08,0,0,10423056.0,20.396,24574.382,4.21
Barbados,2020-04-30,0,1,287371.0,14.952,16978.068,5.8
Togo,2020-05-26,5,1,8278737.0,2.839,1429.813,0.7
Israel,2019-12-31,0,0,8655541.0,11.733,33132.32,2.99
Ecuador,2020-04-12,96,18,17643060.0,7.104,10581.936,1.5
Kuwait,2020-05-03,242,3,4270563.0,2.345,65530.537,2.0
Northern Mariana Islands,2020-04-08,0,1,57557.0,,,
Isle of Man,2020-06-05,0,0,85032.0,,,
Liberia,2020-03-19,0,0,5057677.0,3.057,752.788,0.8
Albania,2020-05-22,5,0,2877800.0,13.188,11803.431,2.89
Greece,2020-05-07,21,1,10423056.0,20.396,24574.382,4.21
Lebanon,2020-01-31,0,0,6825442.0,8.514,13367.565,2.9
New Caledonia,2020-03-31,1,0,285491.0,9.954,,
Kuwait,2020-02-29,2,0,4270563.0,2.345,65530.537,2.0
Vietnam,2020-01-27,0,0,97338583.0,7.15,6171.884,2.6
Oman,2020-05-19,193,4,5106622.0,2.355,37960.709,1.6
United States Virgin Islands,2020-04-21,1,0,104423.0,18.601,,
Armenia,2020-04-20,48,2,2963234.0,11.232,8787.58,4.2
Zambia,2020-05-04,5,0,18383956.0,2.48,3689.251,2.0
United States,2020-03-29,19979,484,331002647.0,15.413,54225.446,2.77
Kuwait,2020-05-02,353,4,4270563.0,2.345,65530.537,2.0
Thailand,2020-01-25,1,0,69799978.0,11.373,16277.671,2.1
French Polynesia,2020-04-23,0,0,280904.0,7.775,,
Georgia,2020-06-08,0,0,3989175.0,14.864,9745.079,2.6
Lithuania,2020-05-29,9,2,2722291.0,19.002,29524.265,6.56
Philippines,2020-01-12,0,0,109581085.0,4.803,7599.188,1.0
Nicaragua,2020-04-28,0,0,6624554.0,5.445,5321.444,0.9
Grenada,2020-05-24,0,0,112519.0,7.304,13593.877,3.7
Belgium,2020-04-22,973,170,11589616.0,18.571,42658.576,5.64
Bonaire Sint Eustatius and Saba,2020-06-07,0,0,26221.0,,,
Niger,2020-03-28,0,0,24206636.0,2.553,926.0,0.3
Bermuda,2020-05-20,0,0,62273.0,,50669.315,
Angola,2020-03-28,1,0,32866268.0,2.405,5819.495,
South Korea,2020-03-30,78,6,51269183.0,13.914,35938.374,12.27
Albania,2020-03-28,12,3,2877800.0,13.188,11803.431,2.89
Curacao,2020-04-07,2,0,164100.0,16.367,,
Fiji,2020-05-05,0,0,896444.0,6.224,8702.975,2.3
Nicaragua,2020-05-23,254,9,6624554.0,5.445,5321.444,0.9
Estonia,2020-01-07,0,0,1326539.0,19.452,29481.252,4.69
Bermuda,2020-04-14,0,0,62273.0,,50669.315,
Lebanon,2020-01-26,0,0,6825442.0,8.514,13367.565,2.9
Cote d'Ivoire,2020-06-01,34,0,26378275.0,2.933,3601.006,
Spain,2020-02-09,0,0,46754783.0,19.436,34272.36,2.97
Serbia,2020-05-20,34,3,6804596.0,17.366,14048.881,5.609
Moldova,2020-03-13,2,0,4033963.0,10.864,5189.972,5.8
Peru,2020-03-23,45,0,32971846.0,7.151,12236.706,1.6
Antigua and Barbuda,2020-04-07,0,0,97928.0,6.933,21490.943,3.8
Djibouti,2020-05-29,217,2,988002.0,4.213,2705.406,1.4
Vatican,2020-05-28,0,0,809.0,,,
Netherlands,2020-05-24,176,23,17134873.0,18.779,48472.545,3.32
Pakistan,2020-03-29,211,2,220892331.0,4.495,5034.708,0.6
Algeria,2020-02-09,0,0,43851043.0,6.211,13913.839,1.9
South Korea,2020-02-13,0,0,51269183.0,13.914,35938.374,12.27
Libya,2020-05-22,2,0,6871287.0,4.424,17881.509,3.7
Ecuador,2020-02-06,0,0,17643060.0,7.104,10581.936,1.5
Montenegro,2020-04-18,0,0,628062.0,14.762,16409.288,3.861
Uganda,2020-06-08,23,0,45741000.0,2.168,1697.707,0.5
Seychelles,2020-05-30,0,0,98340.0,8.606,26382.287,3.6
Dominican Republic,2020-02-03,0,0,10847904.0,6.981,14600.861,1.6
Romania,2020-03-20,17,0,19237682.0,17.85,23313.199,6.892
Hungary,2020-03-10,1,0,9660350.0,18.577,26777.561,7.02
Gibraltar,2020-05-09,2,0,33691.0,,,
Colombia,2020-05-02,499,21,50882884.0,7.646,13254.949,1.71
Syria,2020-04-18,5,0,17500657.0,,,1.5
Cambodia,2020-02-12,0,0,16718971.0,4.412,3645.07,0.8
Japan,2020-01-03,0,0,126476458.0,27.049,39002.223,13.05
British Virgin Islands,2020-06-06,0,0,30237.0,,,
Tunisia,2020-05-10,2,0,11818618.0,8.001,10849.297,2.3
Guyana,2020-05-15,0,0,786559.0,5.305,7435.047,1.6
Mali,2020-04-15,21,3,20250834.0,2.519,2014.306,0.1
Australia,2020-02-13,0,0,25499881.0,15.504,44648.71,3.84
Barbados,2020-03-26,0,0,287371.0,14.952,16978.068,5.8
Austria,2020-02-17,0,0,9006400.0,19.202,45436.686,7.37
Luxembourg,2020-04-21,8,2,625976.0,14.312,94277.965,4.51
Guyana,2020-03-31,0,0,786559.0,5.305,7435.047,1.6
Argentina,2020-03-29,55,2,45195777.0,11.198,18933.907,5.0
Afghanistan,2020-02-27,0,0,38928341.0,2.581,1803.987,0.5
Belgium,2020-03-30,1702,78,11589616.0,18.571,42658.576,5.64
Canada,2020-03-06,12,0,37742157.0,16.984,44017.591,2.5
Costa Rica,2020-05-20,16,0,5094114.0,9.468,15524.995,1.13
Burkina Faso,2020-04-25,10,0,20903278.0,2.409,1703.102,0.4
Gabon,2020-05-22,0,0,2225728.0,4.45,16562.413,6.3
Albania,2020-05-03,7,0,2877800.0,13.188,11803.431,2.89
Malta,2020-06-08,7,0,441539.0,19.426,36513.323,4.485
Russia,2020-03-30,270,3,145934460.0,14.178,24765.954,8.05
Oman,2020-02-10,0,0,5106622.0,2.355,37960.709,1.6
Taiwan,2020-03-22,18,0,23816775.0,,,
Thailand,2020-04-05,191,4,69799978.0,11.373,16277.671,2.1
Germany,2020-03-06,138,0,83783945.0,21.453,45229.245,8.0
Serbia,2020-04-02,160,0,6804596.0,17.366,14048.881,5.609
Israel,2020-02-25,0,0,8655541.0,11.733,33132.32,2.99
Brazil,2020-04-07,926,67,212559409.0,8.552,14103.452,2.2
Oman,2020-03-21,9,0,5106622.0,2.355,37960.709,1.6
Zimbabwe,2020-06-10,27,0,14862927.0,2.822,1899.775,1.7
Montserrat,2020-04-05,1,0,4999.0,,,
Azerbaijan,2020-04-27,28,0,10139175.0,6.018,15847.419,4.7
Mexico,2020-01-25,0,0,128932753.0,6.857,17336.469,1.38
Bolivia,2020-06-06,483,12,11673029.0,6.704,6885.829,1.1
Nigeria,2020-04-02,20,0,206139587.0,2.751,5338.454,
Belarus,2020-04-26,817,4,9449321.0,14.799,17167.967,11.0
Brunei,2020-05-22,0,0,437483.0,4.591,71809.251,2.7
Malta,2020-06-03,1,0,441539.0,19.426,36513.323,4.485
Maldives,2020-05-03,28,0,540542.0,4.12,15183.616,
Thailand,2020-01-09,0,0,69799978.0,11.373,16277.671,2.1
Suriname,2020-05-02,0,0,586634.0,6.933,13767.119,3.1
Anguilla,2020-05-07,0,0,15002.0,,,
Mali,2020-03-29,5,0,20250834.0,2.519,2014.306,0.1
Kuwait,2020-01-31,0,0,4270563.0,2.345,65530.537,2.0
Israel,2020-01-09,0,0,8655541.0,11.733,33132.32,2.99
Slovenia,2020-03-26,48,1,2078932.0,19.062,31400.84,4.5
San Marino,2020-02-10,0,0,33938.0,,56861.47,3.8
Germany,2020-05-16,620,57,83783945.0,21.453,45229.245,8.0
Bahamas,2020-05-07,3,0,393248.0,8.996,27717.847,2.9
Singapore,2020-05-02,932,1,5850343.0,12.922,85535.383,2.4
Honduras,2020-03-27,15,1,9904608.0,4.652,4541.795,0.7
Japan,2020-06-05,46,4,126476458.0,27.049,39002.223,13.05
Falkland Islands,2020-05-11,0,0,3483.0,,,
Vietnam,2020-03-11,4,0,97338583.0,7.15,6171.884,2.6
Brunei,2020-04-10,0,0,437483.0,4.591,71809.251,2.7
Morocco,2020-06-04,56,0,36910558.0,6.769,7485.013,1.1
Dominican Republic,2020-04-05,90,9,10847904.0,6.981,14600.861,1.6
Jamaica,2020-03-26,4,0,2961161.0,9.684,8193.571,1.7
Togo,2020-03-17,0,0,8278737.0,2.839,1429.813,0.7
Kuwait,2020-04-28,213,2,4270563.0,2.345,65530.537,2.0
Montenegro,2020-04-02,14,0,628062.0,14.762,16409.288,3.861
Sudan,2020-06-07,151,14,43849269.0,3.548,4466.507,0.8
Argentina,2020-03-08,1,1,45195777.0,11.198,18933.907,5.0
Luxembourg,2020-05-11,9,0,625976.0,14.312,94277.965,4.51
Togo,2020-04-24,0,0,8278737.0,2.839,1429.813,0.7
Pakistan,2020-05-30,2429,78,220892331.0,4.495,5034.708,0.6
Yemen,2020-04-30,5,0,29825968.0,2.922,1479.147,0.7
Nigeria,2020-04-10,12,1,206139587.0,2.751,5338.454,
Mozambique,2020-03-31,0,0,31255435.0,3.158,1136.103,0.7
India,2020-03-16,3,0,1380004385.0,5.989,6426.674,0.53
China,2020-04-12,93,0,1439323774.0,10.641,15308.712,4.34
Dominican Republic,2020-01-19,0,0,10847904.0,6.981,14600.861,1.6
Tajikistan,2020-05-03,17,0,9537642.0,3.466,2896.913,4.8
South Korea,2020-02-04,1,0,51269183.0,13.914,35938.374,12.27
Hungary,2020-03-07,2,0,9660350.0,18.577,26777.561,7.02
Greece,2020-05-27,10,1,10423056.0,20.396,24574.382,4.21
Slovenia,2020-04-04,37,4,2078932.0,19.062,31400.84,4.5
Guernsey,2020-05-14,0,0,67052.0,,,
Haiti,2020-03-29,0,0,11402533.0,4.8,1653.173,0.7
Mauritania,2020-05-30,131,4,4649660.0,3.138,3597.633,
Equatorial Guinea,2020-03-17,0,0,1402985.0,2.846,22604.873,2.1
Lebanon,2020-05-07,9,0,6825442.0,8.514,13367.565,2.9
Bulgaria,2020-05-14,46,1,6948445.0,20.801,18563.307,7.454
Slovenia,2020-05-03,5,1,2078932.0,19.062,31400.84,4.5
Serbia,2020-03-04,0,0,6804596.0,17.366,14048.881,5.609
Romania,2019-12-31,0,0,19237682.0,17.85,23313.199,6.892
Dominican Republic,2020-02-13,0,0,10847904.0,6.981,14600.861,1.6
World,2020-02-20,532,116,7794798729.0,8.696,15469.207,2.705
Barbados,2020-03-21,4,0,287371.0,14.952,16978.068,5.8
Portugal,2020-03-24,460,9,10196707.0,21.502,27936.896,3.39
Guyana,2020-05-27,2,0,786559.0,5.305,7435.047,1.6
Eritrea,2020-05-01,0,0,3546427.0,3.607,1510.459,0.7
Iran,2020-04-05,5275,292,83992953.0,5.44,19082.62,1.5
Russia,2020-03-05,0,0,145934460.0,14.178,24765.954,8.05
Brazil,2020-03-09,12,0,212559409.0,8.552,14103.452,2.2
Somalia,2020-06-05,58,0,15893219.0,2.731,,0.9
Gibraltar,2020-05-28,2,0,33691.0,,,
Somalia,2020-04-12,0,0,15893219.0,2.731,,0.9
Laos,2020-05-19,0,0,7275556.0,4.029,6397.36,1.5
Cayman Islands,2020-05-10,0,0,65720.0,,49903.029,
Uzbekistan,2020-05-16,46,0,33469199.0,4.469,6253.104,4.0
Switzerland,2020-05-12,39,5,8654618.0,18.436,57410.166,4.53
El Salvador,2020-04-18,13,1,6486201.0,8.273,7292.458,1.3
Argentina,2020-05-25,723,7,45195777.0,11.198,18933.907,5.0
Canada,2020-04-02,1059,13,37742157.0,16.984,44017.591,2.5
United States Virgin Islands,2020-05-26,0,0,104423.0,18.601,,
Macedonia,2020-01-21,0,0,2083380.0,13.26,13111.214,4.28
Netherlands,2020-05-12,161,16,17134873.0,18.779,48472.545,3.32
World,2020-05-04,78509,3686,7794798729.0,8.696,15469.207,2.705
Ecuador,2020-01-14,0,0,17643060.0,7.104,10581.936,1.5
Andorra,2020-05-01,2,0,77265.0,,,
Romania,2020-01-10,0,0,19237682.0,17.85,23313.199,6.892
Oman,2020-01-09,0,0,5106622.0,2.355,37960.709,1.6
Slovakia,2020-03-26,12,0,5459643.0,15.07,30155.152,5.82
Dominican Republic,2020-01-20,0,0,10847904.0,6.981,14600.861,1.6
Thailand,2020-04-20,32,0,69799978.0,11.373,16277.671,2.1
Italy,2020-05-10,1083,194,60461828.0,23.021,35220.084,3.18
British Virgin Islands,2020-04-16,0,0,30237.0,,,
Canada,2020-05-02,1825,207,37742157.0,16.984,44017.591,2.5
Mauritania,2020-05-08,0,0,4649660.0,3.138,3597.633,
United Arab Emirates,2019-12-31,0,0,9890400.0,1.144,67293.483,1.2
Albania,2020-03-11,4,0,2877800.0,13.188,11803.431,2.89
World,2020-01-21,153,3,7794798729.0,8.696,15469.207,2.705
Antigua and Barbuda,2020-04-28,0,0,97928.0,6.933,21490.943,3.8
Madagascar,2020-03-30,9,0,27691019.0,2.929,1416.44,0.2
Netherlands,2020-01-31,0,0,17134873.0,18.779,48472.545,3.32
Antigua and Barbuda,2020-06-07,0,0,97928.0,6.933,21490.943,3.8
Suriname,2020-06-04,20,0,586634.0,6.933,13767.119,3.1
Croatia,2020-04-28,9,4,4105268.0,19.724,22669.797,5.54
Luxembourg,2020-02-22,0,0,625976.0,14.312,94277.965,4.51
Cambodia,2020-01-14,0,0,16718971.0,4.412,3645.07,0.8
Latvia,2020-03-27,23,0,1886202.0,19.754,25063.846,5.57
Cyprus,2020-05-01,7,0,875899.0,13.416,32415.132,3.4
Poland,2020-06-05,653,25,37846605.0,16.763,27216.445,6.62
Romania,2020-02-21,0,0,19237682.0,17.85,23313.199,6.892
Portugal,2020-04-01,1035,20,10196707.0,21.502,27936.896,3.39
Chile,2020-05-02,985,7,19116209.0,11.087,22767.037,2.11
Czech Republic,2020-01-21,0,0,10708982.0,19.027,32605.906,6.63
Ecuador,2020-02-11,0,0,17643060.0,7.104,10581.936,1.5
Greece,2020-05-30,3,0,10423056.0,20.396,24574.382,4.21
Fiji,2020-03-27,0,0,896444.0,6.224,8702.975,2.3
Malawi,2020-04-29,0,0,19129955.0,2.979,1095.042,1.3
Togo,2020-03-29,3,0,8278737.0,2.839,1429.813,0.7
India,2020-05-13,3525,122,1380004385.0,5.989,6426.674,0.53
Peru,2020-03-13,5,0,32971846.0,7.151,12236.706,1.6
Pakistan,2020-05-26,1356,30,220892331.0,4.495,5034.708,0.6
Madagascar,2020-06-04,63,0,27691019.0,2.929,1416.44,0.2
Costa Rica,2020-04-24,6,0,5094114.0,9.468,15524.995,1.13
Saint Lucia,2020-04-05,1,0,183629.0,9.721,12951.839,1.3
United Kingdom,2020-03-27,2129,183,67886004.0,18.517,39753.244,2.54
France,2020-05-19,492,186,65273512.0,19.718,38605.671,5.98
San Marino,2020-01-31,0,0,33938.0,,56861.47,3.8
Taiwan,2020-02-29,5,0,23816775.0,,,
Belize,2020-04-26,0,0,397621.0,3.853,7824.362,1.3
Russia,2020-05-26,8946,92,145934460.0,14.178,24765.954,8.05
Hungary,2020-05-28,23,4,9660350.0,18.577,26777.561,7.02
Isle of Man,2020-04-16,12,0,85032.0,,,
Romania,2020-04-03,278,9,19237682.0,17.85,23313.199,6.892
United Arab Emirates,2020-05-04,564,7,9890400.0,1.144,67293.483,1.2
Saint Lucia,2020-05-03,0,0,183629.0,9.721,12951.839,1.3
Sierra Leone,2020-05-30,17,0,7976985.0,2.538,1390.3,
Ecuador,2020-04-26,0,0,17643060.0,7.104,10581.936,1.5
Austria,2020-02-26,2,0,9006400.0,19.202,45436.686,7.37
Australia,2020-05-31,12,0,25499881.0,15.504,44648.71,3.84
Sri Lanka,2020-03-13,1,0,21413250.0,10.069,11669.077,3.6
Tunisia,2020-04-14,19,3,11818618.0,8.001,10849.297,2.3
Cuba,2020-05-25,10,1,11326616.0,14.738,,5.2
Sint Maarten (Dutch part),2020-05-02,0,0,42882.0,,36327.232,
Saint Kitts and Nevis,2020-04-14,0,0,53192.0,,24654.385,2.3
Egypt,2020-02-13,0,0,102334403.0,5.159,10550.206,1.6
Brazil,2020-02-12,0,0,212559409.0,8.552,14103.452,2.2
Andorra,2020-04-24,1,0,77265.0,,,
Northern Mariana Islands,2020-05-26,0,0,57557.0,,,
Jordan,2020-04-05,24,0,10203140.0,3.81,8337.49,1.4
Bahrain,2020-04-23,34,0,1701583.0,2.372,43290.705,2.0
Cayman Islands,2020-06-07,0,0,65720.0,,49903.029,
Liechtenstein,2020-04-05,2,1,38137.0,,,2.397
Turks and Caicos Islands,2020-04-20,0,0,38718.0,,,
British Virgin Islands,2020-05-02,0,0,30237.0,,,
Guinea-Bissau,2020-03-27,2,0,1967998.0,3.002,1548.675,
Ukraine,2020-05-05,418,15,43733759.0,16.462,7894.393,8.8
Gibraltar,2020-05-25,0,0,33691.0,,,
Denmark,2020-03-01,1,0,5792203.0,19.677,46682.515,2.5
New Caledonia,2020-03-23,1,0,285491.0,9.954,,
Italy,2020-01-13,0,0,60461828.0,23.021,35220.084,3.18
Czech Republic,2020-03-22,91,0,10708982.0,19.027,32605.906,6.63
Vatican,2020-05-16,0,0,809.0,,,
Sierra Leone,2020-04-21,8,0,7976985.0,2.538,1390.3,
Saint Lucia,2020-04-22,0,0,183629.0,9.721,12951.839,1.3
Belarus,2020-04-10,420,3,9449321.0,14.799,17167.967,11.0
United Arab Emirates,2020-02-01,0,0,9890400.0,1.144,67293.483,1.2
Pakistan,2020-04-08,208,4,220892331.0,4.495,5034.708,0.6
Paraguay,2020-05-20,41,0,7132530.0,6.378,8827.01,1.3
Afghanistan,2020-02-04,0,0,38928341.0,2.581,1803.987,0.5
French Polynesia,2020-03-30,1,0,280904.0,7.775,,
Mexico,2020-04-23,1043,113,128932753.0,6.857,17336.469,1.38
